m/z	Intensity	Relative
 703.1661	     23.9	    0.34
 703.1861	      7.9	    0.11
 703.1914	     32.7	    0.46
 703.2178	     25.4	    0.36
 703.2261	     12.8	    0.18
 703.2431	     17.6	    0.25
 703.2663	     18.5	    0.26
 703.2791	     14.3	    0.20
 703.2817	     16.4	    0.23
 703.3057	      9.7	    0.14
 703.3126	     22.0	    0.31
 703.3202	     19.8	    0.28
 703.3272	      8.8	    0.12
 703.3479	     25.7	    0.36
 703.3685	     27.7	    0.39
 703.3721	     23.4	    0.33
 703.3975	     23.1	    0.33
 703.4083	     45.6	    0.65
 703.4134	     22.0	    0.31
 703.4178	     47.5	    0.68
 703.4203	     20.7	    0.29
 703.4335	     28.9	    0.41
 703.4431	     27.1	    0.39
 703.4525	     16.3	    0.23
 703.4648	     14.7	    0.21
 703.4778	     15.9	    0.23
 703.4968	     40.5	    0.58
 703.5058	     12.9	    0.18
 703.5230	     12.4	    0.18
 703.5435	     13.9	    0.20
 703.5507	     12.5	    0.18
 703.5536	     19.3	    0.27
 703.5665	     27.7	    0.39
 703.5702	     41.3	    0.59
 703.5729	      8.8	    0.13
 703.5774	     12.8	    0.18
 703.5812	     13.4	    0.19
 703.5834	     15.7	    0.22
 703.6116	     14.6	    0.21
 703.6123	     13.9	    0.20
 703.6143	     29.3	    0.42
 703.6415	     11.0	    0.16
 703.6506	      8.8	    0.13
 703.6579	     23.2	    0.33
 703.6626	      8.3	    0.12
 703.6931	     22.3	    0.32
 703.6999	     18.1	    0.26
 703.7130	     19.0	    0.27
 703.7198	     50.2	    0.71
 703.7233	     19.4	    0.28
 703.7388	      8.3	    0.12
 703.7446	     19.2	    0.27
 703.7522	     13.4	    0.19
 703.7575	      9.7	    0.14
 703.7611	     15.2	    0.22
 703.7689	     42.2	    0.60
 703.7756	     12.6	    0.18
 703.7789	     33.4	    0.47
 703.7829	     12.2	    0.17
 703.7863	      8.6	    0.12
 703.7919	     15.3	    0.22
 703.7969	     24.7	    0.35
 703.7981	     22.3	    0.32
 703.8219	     28.4	    0.40
 703.8333	      7.6	    0.11
 703.8368	     19.1	    0.27
 703.8402	     13.7	    0.19
 703.8557	      8.8	    0.12
 703.8731	     26.3	    0.37
 703.8781	     20.0	    0.28
 703.8952	     27.0	    0.38
 703.9222	     10.1	    0.14
 703.9490	      9.7	    0.14
 704.0235	     10.9	    0.15
 704.0370	     14.3	    0.20
 704.0395	     11.0	    0.16
 704.0423	      7.2	    0.10
 704.0459	     33.2	    0.47
 704.0474	     36.6	    0.52
 704.0514	     27.8	    0.39
 704.0570	     16.0	    0.23
 704.0594	     49.3	    0.70
 704.0629	      7.5	    0.11
 704.0654	     11.4	    0.16
 704.0695	     29.8	    0.42
 704.0746	     68.7	    0.98
 704.0810	     39.2	    0.56
 704.0848	     61.8	    0.88
 704.0898	     86.6	    1.23
 704.0954	     33.8	    0.48
 704.0980	     54.0	    0.77
 704.1036	     30.3	    0.43
 704.1109	     15.0	    0.21
 704.1189	     20.9	    0.30
 704.1230	     33.1	    0.47
 704.1260	     31.0	    0.44
 704.1319	     16.3	    0.23
 704.1342	      8.3	    0.12
 704.1388	      7.6	    0.11
 704.1411	     18.4	    0.26
 704.1454	     11.1	    0.16
 704.1490	     12.9	    0.18
 704.1543	     35.6	    0.51
 704.1587	     20.3	    0.29
 704.1920	     12.2	    0.17
 704.2319	     23.9	    0.34
 704.2453	     27.2	    0.39
 704.2519	     72.3	    1.03
 704.2709	     14.1	    0.20
 704.2802	     28.1	    0.40
 704.2873	      9.4	    0.13
 704.3143	     44.9	    0.64
 704.3259	     31.3	    0.44
 704.3323	     18.9	    0.27
 704.3476	     25.1	    0.36
 704.3613	     20.3	    0.29
 704.3949	     53.1	    0.75
 704.4068	      6.1	    0.09
 704.4219	     11.6	    0.16
 704.4253	     17.6	    0.25
 704.4282	     13.9	    0.20
 704.4359	     21.4	    0.30
 704.4399	     16.3	    0.23
 704.4493	     18.7	    0.27
 704.4643	     38.1	    0.54
 704.4704	     15.0	    0.21
 704.4751	     17.9	    0.25
 704.4806	      7.7	    0.11
 704.4838	     24.3	    0.35
 704.4917	     23.4	    0.33
 704.4953	     44.2	    0.63
 704.5074	     37.5	    0.53
 704.5236	     19.5	    0.28
 704.5536	     13.5	    0.19
 704.5623	     18.2	    0.26
 704.5645	     12.6	    0.18
 704.5694	     35.4	    0.50
 704.5739	     11.6	    0.16
 704.5815	     20.4	    0.29
 704.5870	     16.9	    0.24
 704.5924	      8.2	    0.12
 704.5947	     30.1	    0.43
 704.6007	     41.0	    0.58
 704.6068	     27.2	    0.39
 704.6669	      8.9	    0.13
 704.6712	     13.7	    0.20
 704.6850	      9.8	    0.14
 704.6903	     11.0	    0.16
 704.7006	     31.7	    0.45
 704.7058	     14.7	    0.21
 704.7186	     16.9	    0.24
 704.7219	     42.6	    0.60
 704.7503	     35.7	    0.51
 704.7605	     13.4	    0.19
 704.7638	     19.0	    0.27
 704.7665	     20.2	    0.29
 704.7966	     11.9	    0.17
 704.7986	     35.5	    0.50
 704.8085	     15.0	    0.21
 704.8130	     43.8	    0.62
 704.8325	     10.5	    0.15
 704.8380	     10.1	    0.14
 704.8404	     13.5	    0.19
 704.8755	     13.7	    0.19
 704.8882	     17.9	    0.25
 704.8921	     24.6	    0.35
 704.9157	     20.9	    0.30
 704.9212	     16.7	    0.24
 704.9255	      6.7	    0.10
 704.9475	     21.5	    0.30
 705.0364	    133.7	    1.90
 705.0421	     12.6	    0.18
 705.0486	     15.1	    0.21
 705.0506	     12.5	    0.18
 705.0543	     33.5	    0.48
 705.0637	     65.2	    0.93
 705.0670	     21.0	    0.30
 705.0728	    223.3	    3.17
 705.0791	     61.8	    0.88
 705.0822	     44.6	    0.63
 705.0845	     55.1	    0.78
 705.0919	     47.4	    0.67
 705.0929	     48.3	    0.69
 705.1001	     40.0	    0.57
 705.1022	     38.3	    0.54
 705.1085	    225.4	    3.20
 705.1124	     35.9	    0.51
 705.1175	     11.7	    0.17
 705.1204	     24.9	    0.35
 705.1216	     24.7	    0.35
 705.1314	     15.4	    0.22
 705.1411	     32.6	    0.46
 705.1451	    124.2	    1.76
 705.1656	     16.1	    0.23
 705.1712	      7.5	    0.11
 705.1827	     27.1	    0.39
 705.1918	     18.6	    0.26
 705.2183	      7.7	    0.11
 705.2529	     16.0	    0.23
 705.2575	     15.3	    0.22
 705.2613	     18.5	    0.26
 705.2770	     23.5	    0.33
 705.2801	     29.6	    0.42
 705.2854	     13.4	    0.19
 705.2944	     25.5	    0.36
 705.3032	     29.6	    0.42
 705.3126	     10.5	    0.15
 705.3276	     19.8	    0.28
 705.3325	     18.1	    0.26
 705.3348	     46.3	    0.66
 705.3392	     24.1	    0.34
 705.3562	     25.5	    0.36
 705.3741	     30.4	    0.43
 705.3883	     10.1	    0.14
 705.3907	     27.6	    0.39
 705.4041	      9.1	    0.13
 705.4135	     30.7	    0.44
 705.4234	      7.8	    0.11
 705.4268	     10.1	    0.14
 705.4326	     18.4	    0.26
 705.4388	     25.0	    0.35
 705.4454	     26.1	    0.37
 705.4495	     29.7	    0.42
 705.4551	      9.6	    0.14
 705.4913	     23.6	    0.34
 705.4964	      9.8	    0.14
 705.4980	     12.9	    0.18
 705.5048	     23.8	    0.34
 705.5077	     12.8	    0.18
 705.5127	     29.0	    0.41
 705.5157	     20.0	    0.28
 705.5552	     23.0	    0.33
 705.5636	     57.5	    0.82
 705.5665	      6.1	    0.09
 705.5684	     11.7	    0.17
 705.5782	     22.3	    0.32
 705.5818	     61.0	    0.87
 705.5862	      7.9	    0.11
 705.5894	     78.8	    1.12
 705.5968	     18.5	    0.26
 705.5997	     24.6	    0.35
 705.6049	     14.2	    0.20
 705.6117	     34.0	    0.48
 705.6322	     13.6	    0.19
 705.6378	      9.3	    0.13
 705.6475	     15.5	    0.22
 705.6905	     17.0	    0.24
 705.7096	     10.6	    0.15
 705.7276	     21.6	    0.31
 705.7350	     18.0	    0.26
 705.7520	     19.0	    0.27
 705.7554	      7.3	    0.10
 705.7586	     14.7	    0.21
 705.7624	      8.1	    0.11
 705.7647	     20.4	    0.29
 705.7668	     24.3	    0.35
 705.7735	      9.5	    0.13
 705.7786	     14.6	    0.21
 705.7822	     15.0	    0.21
 705.7901	     39.2	    0.56
 705.7971	     15.5	    0.22
 705.8054	     37.4	    0.53
 705.8123	     29.0	    0.41
 705.8186	     13.2	    0.19
 705.8239	      6.5	    0.09
 705.8277	     20.9	    0.30
 705.8439	     20.9	    0.30
 705.8488	     15.4	    0.22
 705.8517	     41.3	    0.59
 705.8561	     19.9	    0.28
 705.8637	     36.7	    0.52
 705.8671	     37.9	    0.54
 705.8708	     15.3	    0.22
 705.8735	     24.8	    0.35
 705.8780	     30.9	    0.44
 705.8921	     12.9	    0.18
 705.8971	     21.8	    0.31
 705.9000	     23.4	    0.33
 705.9024	     20.9	    0.30
 705.9065	     12.6	    0.18
 705.9272	      9.3	    0.13
 705.9506	     25.8	    0.37
 706.0065	     11.5	    0.16
 706.0319	     17.6	    0.25
 706.0342	      6.9	    0.10
 706.0404	     41.8	    0.59
 706.0497	     12.8	    0.18
 706.0528	     15.8	    0.22
 706.0560	     51.1	    0.73
 706.0637	     26.2	    0.37
 706.0681	     45.2	    0.64
 706.0688	     41.1	    0.58
 706.0754	     72.6	    1.03
 706.0808	     18.9	    0.27
 706.0859	     17.0	    0.24
 706.0907	     65.2	    0.93
 706.0939	     23.2	    0.33
 706.0961	     43.8	    0.62
 706.1040	     66.2	    0.94
 706.1079	     42.4	    0.60
 706.1129	     29.5	    0.42
 706.1185	     29.6	    0.42
 706.1238	      7.9	    0.11
 706.1270	     24.4	    0.35
 706.1303	     30.3	    0.43
 706.1366	      7.4	    0.10
 706.1473	     17.2	    0.24
 706.1521	     20.3	    0.29
 706.1680	      7.0	    0.10
 706.1699	     10.7	    0.15
 706.1753	      9.6	    0.14
 706.1995	     14.0	    0.20
 706.2213	     13.9	    0.20
 706.2422	      5.9	    0.08
 706.2545	     10.0	    0.14
 706.2827	     12.8	    0.18
 706.2854	     22.5	    0.32
 706.2930	     38.5	    0.55
 706.3079	     19.3	    0.27
 706.3159	     18.3	    0.26
 706.3215	     10.7	    0.15
 706.3257	      5.8	    0.08
 706.3330	     29.1	    0.41
 706.3604	     15.9	    0.23
 706.3649	     18.3	    0.26
 706.3791	      9.9	    0.14
 706.3822	     14.9	    0.21
 706.3982	     13.4	    0.19
 706.4039	      9.2	    0.13
 706.4103	     21.4	    0.30
 706.4144	     13.3	    0.19
 706.4170	      6.9	    0.10
 706.4204	     19.7	    0.28
 706.4258	     19.4	    0.28
 706.4326	     35.9	    0.51
 706.4381	     29.5	    0.42
 706.4428	     37.6	    0.53
 706.4584	     44.5	    0.63
 706.4704	     29.9	    0.42
 706.4767	     11.7	    0.17
 706.4993	     12.8	    0.18
 706.5139	     24.5	    0.35
 706.5420	     10.6	    0.15
 706.5550	     36.5	    0.52
 706.5610	     23.4	    0.33
 706.5658	      9.9	    0.14
 706.5711	     16.0	    0.23
 706.5751	     43.6	    0.62
 706.5851	     11.8	    0.17
 706.5863	     11.4	    0.16
 706.5889	     12.2	    0.17
 706.5928	     34.0	    0.48
 706.6228	     38.3	    0.54
 706.6368	     13.0	    0.19
 706.6395	      8.3	    0.12
 706.6495	     27.8	    0.40
 706.6538	      8.6	    0.12
 706.6628	     23.2	    0.33
 706.6724	     35.3	    0.50
 706.6758	     25.2	    0.36
 706.6920	     47.8	    0.68
 706.6982	      7.4	    0.11
 706.7127	     22.7	    0.32
 706.7190	     21.0	    0.30
 706.7307	     14.1	    0.20
 706.7340	      7.5	    0.11
 706.7488	     12.8	    0.18
 706.7575	     27.8	    0.40
 706.7678	     19.0	    0.27
 706.7745	     14.4	    0.20
 706.7977	     13.2	    0.19
 706.8228	     29.4	    0.42
 706.8296	     32.5	    0.46
 706.8480	     23.6	    0.34
 706.8657	     11.8	    0.17
 706.8831	     13.5	    0.19
 706.8880	     19.0	    0.27
 706.9103	     24.2	    0.34
 707.0159	     34.7	    0.49
 707.0304	     16.3	    0.23
 707.0318	      9.5	    0.14
 707.0326	      9.5	    0.14
 707.0369	     47.4	    0.67
 707.0428	     31.0	    0.44
 707.0514	     95.4	    1.36
 707.0559	     61.7	    0.88
 707.0587	     33.6	    0.48
 707.0630	     14.6	    0.21
 707.0665	     54.6	    0.78
 707.0686	     30.5	    0.43
 707.0738	     86.0	    1.22
 707.0781	     48.0	    0.68
 707.0807	     47.4	    0.67
 707.0839	     31.8	    0.45
 707.0880	    247.6	    3.52
 707.0964	     15.8	    0.22
 707.0985	     42.2	    0.60
 707.1036	     56.0	    0.80
 707.1077	     35.6	    0.51
 707.1140	     16.7	    0.24
 707.1198	      7.7	    0.11
 707.1240	    124.7	    1.77
 707.1373	     32.6	    0.46
 707.1417	     18.8	    0.27
 707.1523	     27.2	    0.39
 707.1580	     11.2	    0.16
 707.1814	      8.7	    0.12
 707.1971	     17.6	    0.25
 707.2038	     47.1	    0.67
 707.2075	     16.2	    0.23
 707.2239	     43.5	    0.62
 707.2344	      7.7	    0.11
 707.2414	     30.7	    0.44
 707.2476	     12.0	    0.17
 707.2549	     34.1	    0.48
 707.2577	     22.3	    0.32
 707.2632	      9.5	    0.13
 707.2792	     16.9	    0.24
 707.2994	      8.9	    0.13
 707.3123	     19.2	    0.27
 707.3172	     26.7	    0.38
 707.3197	     27.7	    0.39
 707.3264	     16.9	    0.24
 707.3341	     19.4	    0.28
 707.3379	     25.8	    0.37
 707.3458	     15.4	    0.22
 707.3534	     44.4	    0.63
 707.3586	     14.0	    0.20
 707.3658	     10.0	    0.14
 707.3767	     32.6	    0.46
 707.3792	     14.6	    0.21
 707.3890	     20.5	    0.29
 707.4039	     26.6	    0.38
 707.4176	     10.3	    0.15
 707.4261	     22.1	    0.31
 707.4287	     31.9	    0.45
 707.4475	     28.4	    0.40
 707.4595	     23.3	    0.33
 707.4647	     17.7	    0.25
 707.4717	     66.5	    0.94
 707.4882	     18.8	    0.27
 707.4963	     19.7	    0.28
 707.5200	     43.8	    0.62
 707.5270	     18.2	    0.26
 707.5575	     18.3	    0.26
 707.5619	      9.0	    0.13
 707.5796	     10.4	    0.15
 707.5910	     16.6	    0.24
 707.6031	     13.1	    0.19
 707.6079	     17.6	    0.25
 707.6111	     15.0	    0.21
 707.6148	     30.1	    0.43
 707.6229	     23.7	    0.34
 707.6431	     12.9	    0.18
 707.6602	     11.7	    0.17
 707.6633	     33.7	    0.48
 707.6821	      7.6	    0.11
 707.6885	     22.8	    0.32
 707.6968	     46.1	    0.65
 707.7036	     15.9	    0.23
 707.7144	      9.9	    0.14
 707.7230	      8.3	    0.12
 707.7297	     11.7	    0.17
 707.7325	     10.1	    0.14
 707.7407	     11.8	    0.17
 707.7479	     13.4	    0.19
 707.7540	     39.6	    0.56
 707.7572	     21.4	    0.30
 707.7599	     32.7	    0.46
 707.7679	     21.1	    0.30
 707.7709	     25.1	    0.36
 707.7756	     17.6	    0.25
 707.7932	      7.2	    0.10
 707.8190	      9.5	    0.13
 707.8253	      8.2	    0.12
 707.8294	     13.3	    0.19
 707.8348	     22.8	    0.32
 707.8563	     10.2	    0.15
 707.8618	      9.2	    0.13
 707.8910	     27.3	    0.39
 707.8964	     16.7	    0.24
 707.9045	     14.9	    0.21
 707.9100	     12.8	    0.18
 707.9181	     25.9	    0.37
 707.9240	     18.7	    0.27
 707.9272	     23.5	    0.33
 707.9431	     23.5	    0.33
 707.9539	     16.6	    0.24
 707.9577	     25.1	    0.36
 707.9684	     11.1	    0.16
 708.0224	      9.1	    0.13
 708.0258	     23.6	    0.34
 708.0368	     19.4	    0.27
 708.0412	     17.6	    0.25
 708.0444	     19.9	    0.28
 708.0541	     47.0	    0.67
 708.0591	     63.3	    0.90
 708.0647	     34.6	    0.49
 708.0693	     56.7	    0.81
 708.0712	     54.2	    0.77
 708.0762	     30.7	    0.44
 708.0833	     14.9	    0.21
 708.0888	     48.6	    0.69
 708.0909	     43.1	    0.61
 708.0990	     58.1	    0.83
 708.1031	     11.5	    0.16
 708.1054	     20.3	    0.29
 708.1104	     35.0	    0.50
 708.1141	     21.8	    0.31
 708.1215	     10.0	    0.14
 708.1272	     12.6	    0.18
 708.1302	     13.9	    0.20
 708.1341	     13.6	    0.19
 708.1388	     15.8	    0.22
 708.1406	      9.7	    0.14
 708.1540	     19.4	    0.28
 708.1578	      7.1	    0.10
 708.1652	     59.0	    0.84
 708.2077	     34.3	    0.49
 708.2277	     35.1	    0.50
 708.2347	     26.4	    0.37
 708.2407	      8.3	    0.12
 708.2606	     22.0	    0.31
 708.2809	     27.6	    0.39
 708.3175	     19.3	    0.27
 708.3247	     10.4	    0.15
 708.3306	     27.5	    0.39
 708.3590	     14.0	    0.20
 708.3627	     22.9	    0.33
 708.3654	     13.3	    0.19
 708.3722	     20.4	    0.29
 708.3895	     25.4	    0.36
 708.3906	     23.4	    0.33
 708.3960	      9.4	    0.13
 708.3993	     16.6	    0.24
 708.4081	     12.2	    0.17
 708.4103	     14.1	    0.20
 708.4196	     53.1	    0.75
 708.4234	     10.0	    0.14
 708.4279	     33.8	    0.48
 708.4343	     29.3	    0.42
 708.4393	     17.4	    0.25
 708.4433	     23.0	    0.33
 708.4564	     32.5	    0.46
 708.4759	     20.0	    0.28
 708.4814	     44.5	    0.63
 708.4846	     13.9	    0.20
 708.4932	     16.5	    0.23
 708.5087	     16.7	    0.24
 708.5194	     22.0	    0.31
 708.5243	     20.2	    0.29
 708.5405	     11.1	    0.16
 708.5604	      9.2	    0.13
 708.5637	     18.8	    0.27
 708.5689	     41.0	    0.58
 708.5792	     21.9	    0.31
 708.5829	     26.2	    0.37
 708.5852	     12.8	    0.18
 708.5899	     12.9	    0.18
 708.6025	     66.7	    0.95
 708.6077	     17.5	    0.25
 708.6160	     37.9	    0.54
 708.6403	     10.3	    0.15
 708.6448	     34.5	    0.49
 708.6521	     14.8	    0.21
 708.6600	     12.1	    0.17
 708.6622	     14.6	    0.21
 708.6666	     15.4	    0.22
 708.6738	     13.6	    0.19
 708.6801	     14.8	    0.21
 708.6973	     15.9	    0.23
 708.7145	      6.8	    0.10
 708.7224	     12.7	    0.18
 708.7351	     39.6	    0.56
 708.7378	     27.8	    0.39
 708.7423	     21.2	    0.30
 708.7508	     47.1	    0.67
 708.7656	     16.1	    0.23
 708.7717	     25.8	    0.37
 708.7800	     23.7	    0.34
 708.7832	     26.7	    0.38
 708.7854	     25.4	    0.36
 708.8140	     19.3	    0.27
 708.8215	     29.7	    0.42
 708.8312	     16.3	    0.23
 708.8335	     13.7	    0.19
 708.8392	     29.6	    0.42
 708.8586	     18.5	    0.26
 708.8619	     20.0	    0.28
 708.8749	     17.8	    0.25
 708.8907	     30.8	    0.44
 708.8958	     10.8	    0.15
 708.9174	     11.9	    0.17
 708.9374	     29.6	    0.42
 708.9587	     14.4	    0.20
 708.9739	     14.0	    0.20
 709.0022	      8.9	    0.13
 709.0265	     24.2	    0.34
 709.0451	     50.1	    0.71
 709.0545	     17.2	    0.25
 709.0576	     16.4	    0.23
 709.0602	     14.2	    0.20
 709.0637	     21.0	    0.30
 709.0678	    230.1	    3.27
 709.0737	     21.1	    0.30
 709.0823	     45.5	    0.65
 709.0857	     12.8	    0.18
 709.0881	     16.3	    0.23
 709.0933	     37.4	    0.53
 709.0968	     28.1	    0.40
 709.1040	    153.3	    2.18
 709.1114	     11.8	    0.17
 709.1158	     16.2	    0.23
 709.1178	     23.5	    0.33
 709.1232	     50.5	    0.72
 709.1262	     24.2	    0.34
 709.1283	      8.6	    0.12
 709.1305	     12.0	    0.17
 709.1369	     40.6	    0.58
 709.1402	     76.0	    1.08
 709.1507	     30.5	    0.43
 709.1597	     21.1	    0.30
 709.1698	     17.7	    0.25
 709.1762	     32.6	    0.46
 709.1808	     22.3	    0.32
 709.2146	     27.9	    0.40
