mass	z	intensity	Res.	
441.03641		1593883	645126	
441.04441		1162012	591113	
441.04621		3718172	574127	
441.05226		767197	410428	
441.05383		1482525	580012	
441.05979		1112606	879784	
441.06143		11290142	553581	
441.08255		5200418	592004	
441.09618		871203	737000	
441.09781		5472804	535227	
441.10047		1142564	590043	
441.10226		7540261	566057	
441.11895		2426919	596719	
441.13422		2734633	577973	
441.15515		928812	513465	
441.17048		1375278	589856	
441.19164		825393	669890	
441.20696		1117236	771586	
441.22814		1411383	660401	
441.25089		1339194	470334	
441.25259		14231098	551716	
441.26437		1904700	572276	
441.28559		1102271	623565	
441.30086		2929218	595916	
441.32197		3304005	510879	
441.33722		2897991	574299	
441.35835		5866058	594055	
441.37198		2825804	564191	
441.37363		24743500	564559	
441.38591		910414	621454	
441.39300		1141839	483717	
441.39475		11753039	526661	
441.53318		907620	686324	
441.53714		868965	626187	
441.55140		747623	722208	
441.55563		840935	499039	
441.56333		808297	721131	
442.01162		699052	706850	
442.02029		2842286	531862	
442.02531		839086	871532	
442.02840		3605167	581187	
442.04348		1273009	726946	
442.05668		5544627	610935	
442.06147		1215668	658706	
442.06476		3344053	572922	
442.08595		896952	724082	
442.09305		2705593	637069	
442.10118		1576122	626553	
442.10544		1141051	498843	
442.12947		857278	678511	
442.13737		864832	654979	
442.25595		3062482	561342	
442.26805		760916	631859	
442.30420		718169	789456	
442.32521		935517	696056	
442.34061		1196767	565217	
442.36186		1588962	480609	
442.37520		870116	593354	
442.37698		7807717	555649	
442.39651		706920	888195	
442.39811		3669224	560679	
442.54523		933375	623147	
442.55925		1219073	656083	
442.63272		686861	441253	
443.00208		778952	638243	
443.00440		1919048	568768	
443.03305		881485	661656	
443.03899		2012494	632363	
443.04071		16965454	573241	
443.05116		807887	817642	
443.05207		1104464	673882	
443.05981		1277777	704576	
443.06185		6063953	541322	
443.06959		1140946	563274	
443.07542		1311059	615255	
443.07709		9959252	546981	
443.08760		732629	855473	
443.08847		703318	831290	
443.09622		799447	589120	
443.09819		3157847	561917	
443.11137		780633	616348	
443.11345		5350234	557054	
443.12667		743644	777975	
443.14984		2255712	621417	
443.18624		1663589	615918	
443.21368		1542762	672886	
443.22262		1219435	566843	
443.24372		1109103	669665	
443.25937		815089	578765	
443.28016		2703733	584462	
443.30126		6483832	545586	
443.31482		808058	938340	
443.31654		5322619	564598	
443.33764		2094462	599927	
443.35293		6033281	570455	
443.37402		2583940	639772	
443.38034		1337221	664481	
443.38929		2068358	593707	
443.52571		793885	696709	
443.54186		696991	540632	
443.54885		862881	516698	
443.55295		832929	705541	
443.55643		741666	631353	
443.58522		690471	846222	
443.60975		759403	584136	
444.00775		906733	655597	
444.03596		5895154	556456	
444.04076		958643	407242	
444.04228		850419	828412	
444.04405		4786163	604928	
444.04854		1069684	625860	
444.05917		1054838	646653	
444.06519		1230327	571998	
444.06690		947703	604816	
444.07071		781816	878352	
444.07234		4052984	566974	
444.07469		695544	936045	
444.08045		2476025	647664	
444.09557		720124	627100	
444.10868		2350590	567996	
444.11681		1070592	510277	
444.14524		947716	705629	
444.30455		1716511	649236	
444.31990		1612578	570647	
444.35634		1718824	596278	
444.36931		720299	678530	
444.54600		1016777	598024	
444.55043		696394	636697	
444.55685		752587	727180	
444.56436		798796	635825	
444.57894		816719	871503	
444.59273		741969	617544	
445.01820		2399388	699818	
445.01998		20213916	585077	
445.03931		1147295	502064	
445.04104		1956896	447658	
445.04731		1000865	748413	
445.05456		2165410	677835	
445.05636		17236130	568368	
445.06774		808100	745156	
445.07074		688293	1023806	
445.07160		1064613	711512	
445.07438		753958	660082	
445.07568		762470	560217	
445.07751		2358950	535639	
445.08511		991783	484831	
445.09101		836264	1167172	
445.09273		8525993	557399	
445.11391		1616813	559829	
445.12913		4084911	598027	
445.16552		1996982	613054	
445.20198		1487292	543933	
445.22279		778816	668885	
445.23821		1129667	620007	
445.25942		820038	708745	
445.29400		1123789	756706	
445.29581		7709901	558074	
445.31514		743120	785463	
445.31692		3299537	602286	
445.33217		7705812	575967	
445.35332		1607127	626445	
445.36858		3497690	603767	
445.38160		1082332	718080	
445.38966		1409374	498572	
445.51767		776181	772062	
445.53558		736568	555122	
445.55396		1421564	616519	
446.01525		3337040	581450	
446.02208		707153	1294498	
446.02335		4930898	575873	
446.02786		754898	762601	
446.04419		730581	725960	
446.04590		1640022	598952	
446.04990		987222	625023	
446.05162		6033751	572121	
446.05679		744536	631984	
446.05971		4300121	559099	
446.06410		1256665	528315	
446.06671		770010	725231	
446.08801		3340638	602852	
446.09614		2253151	563219	
446.12428		1280740	488549	
446.13258		947686	643503	
446.16075		792427	753586	
446.29919		2401669	588162	
446.32028		958217	636899	
446.33559		2348940	581783	
446.37194		1078931	447269	
446.52924		708976	571625	
446.54365		1089459	704757	
446.56558		858807	511523	
446.58875		709180	675275	
446.99923		2373130	617281	
447.01851		854670	452938	
447.03388		2802193	441568	
447.03564		25932306	580360	
447.04611		728851	720582	
447.04695		741779	748996	
447.05091		1665300	602656	
447.05371		1664789	668839	
447.05504		997141	809035	
447.05675		995989	530846	
447.07045		1631000	554042	
447.07201		13736472	571929	
447.08722		1287963	747992	
447.09132		976796	613263	
447.09319		1688348	631363	
447.10838		4944416	545557	
447.14478		2886694	605820	
447.18115		2236974	639245	
447.21762		1875765	649069	
447.23874		803001	628960	
447.25394		1679932	712353	
447.27507		1725760	588491	
447.29031		1095235	676411	
447.31146		4342343	572124	
447.32458		1256521	629747	
447.33256		3137099	567040	
447.34783		8223310	559259	
447.36058		758800	573936	
447.38413		819285	732782	
447.53326		998002	697485	
447.55553		903287	649995	
448.00256		953552	544656	
448.02532		1224660	608906	
448.02911		814549	781527	
448.03093		4575958	577501	
448.03900		6242007	615637	
448.04361		1216856	488301	
448.04623		1039961	632884	
448.05453		941146	537360	
448.06169		1237212	629701	
448.06552		765405	844801	
448.06726		3423453	563465	
448.07360		769758	845159	
448.07537		3767519	619160	
448.07962		947935	542580	
448.08270		1209056	677293	
448.09798		744291	794779	
448.10364		2095844	638099	
448.11171		1455846	636043	
448.14801		844141	685262	
448.31481		1389583	608708	
448.33596		987923	718889	
448.35122		2367254	614221	
448.52305		693753	476358	
448.52671		764218	669196	
448.54113		849725	733328	
448.54517		935998	723563	
448.55933		721473	739408	
448.58169		784710	623276	
449.01319		2253727	517174	
449.01490		16556959	590122	
449.01900		802592	808135	
449.02615		935457	638708	
449.03022		2341794	585289	
449.03438		933539	746616	
449.04227		828581	510873	
449.04953		1671078	501854	
449.05130		16114599	600495	
449.06657		3852714	573516	
449.06808		851114	656172	
449.06948		849579	798352	
449.07078		774443	719469	
449.08625		1244334	590723	
449.08769		9964462	580583	
449.10299		1402930	441421	
449.12407		3470774	629996	
449.14379		942010	605557	
449.16044		2031294	601686	
449.19684		1591493	681374	
449.23322		1822157	601534	
449.25437		710609	674656	
449.26957		2009301	598314	
449.28191		763607	485028	
449.29071		1758425	609779	
449.29396		963546	587540	
449.30598		1136860	730108	
449.32714		3703265	570399	
449.33027		739681	611714	
449.34840		1033061	545235	
449.36348		1447144	614887	
449.53435		722764	457880	
449.54876		823184	598346	
450.01018		1707890	552894	
450.01825		3661940	580892	
450.03358		983031	645201	
450.04092		1278841	546945	
450.04653		2626682	609573	
450.05315		793980	936006	
450.05466		3471996	617565	
450.05936		842877	572590	
450.06180		2064509	617017	
450.06664		765662	378189	
450.06987		1032319	651259	
450.08293		3122818	608412	
450.09105		2335876	645083	
450.09821		813445	589388	
450.11936		979722	622807	
450.12740		1031180	654003	
450.33055		1308344	717811	
450.53875		945893	669884	
450.54618		733415	787471	
450.56439		748779	590761	
450.57501		752621	500986	
450.57902		778094	778915	
450.99429		890698	652587	
451.00941		1039949	542120	
451.02881		1663058	373968	
451.03056		15392082	591229	
451.03843		828116	566663	
451.04402		937813	685893	
451.04581		7269718	596735	
451.04714		1327958	786373	
451.06566		2169690	442770	
451.06693		19117402	582201	
451.07448		821724	685264	
451.07997		725853	541201	
451.08216		3413342	555065	
451.10332		5061987	591142	
451.11864		1617254	572098	
451.13972		2573675	624750	
451.15503		867310	657540	
451.15813		723311	576126	
451.17602		1596531	565460	
451.21249		1901435	561853	
451.24884		1980291	668645	
451.26992		750600	652438	
451.28522		2468235	567739	
451.29818		948238	606325	
451.30641		1723024	666665	
451.32164		1912979	513789	
451.34270		2767256	597096	
451.37918		4323744	597109	
451.41554		2662824	640990	
451.45195		3195313	619374	
451.53584		1114564	519248	
451.54652		749510	703709	
451.55397		761544	756906	
451.55797		799433	576689	
452.00820		695343	353737	
452.02576		978739	690041	
452.03391		3697205	640533	
452.04105		3036215	641678	
452.04602		765496	500540	
452.04783		927800	542436	
452.04912		1394233	565649	
452.05652		1093946	667144	
452.06221		1672764	689414	
452.06416		832700	638633	
452.07030		4738622	633623	
452.07482		765247	671860	
452.07744		2166847	569971	
452.08567		877377	663860	
452.09858		1314884	684126	
452.10668		1153094	672637	
452.11387		790087	852961	
452.21586		764767	609204	
452.26845		822379	781340	
452.30163		926835	560717	
452.34614		876413	648830	
452.38255		1098374	661582	
452.41906		846350	634150	
452.45529		1274262	590325	
452.54363		700395	444675	
452.55679		812078	609924	
453.00985		952600	677526	
453.02505		4365084	613806	
453.03550		969246	713615	
453.04426		892320	659505	
453.04620		5698337	584888	
453.05382		996387	697328	
453.05968		1301796	855102	
453.06144		7655205	598773	
453.08031		937257	781652	
453.08128		979241	638517	
453.08255		6039338	584789	
453.09650		879149	809744	
453.09784		4373293	603257	
453.11897		2840370	612047	
453.13424		1755958	591253	
453.15539		1327419	630911	
453.17058		924990	786529	
453.19176		1071811	510474	
453.22807		1451980	552358	
453.26448		1578069	649339	
453.28924		779098	573274	
453.30092		3025757	629416	
453.32026		769762	654292	
453.32204		2965346	599236	
453.33728		3354470	618088	
453.35838		5345131	569909	
453.37364		2923887	592636	
453.39314		2893171	416093	
453.39479		21907316	568956	
453.42957		988540	871338	
453.43117		5784444	608619	
453.53740		734358	495075	
453.55148		1012761	626329	
453.55556		962458	581985	
453.56978		773277	572820	
454.02027		1192970	737624	
454.02845		1171596	580912	
454.03038		727308	587059	
454.03503		706829	611363	
454.04347		1127951	776357	
454.04954		1299729	599429	
454.05529		739602	768089	
454.05668		4754451	569404	
454.06166		1309460	554963	
454.06480		2414101	561322	
454.07789		898328	526983	
454.07979		853144	553494	
454.08591		1671194	612719	
454.09142		698651	804231	
454.09307		2437148	546187	
454.10124		1183005	673862	
454.12952		1073188	734802	
454.18319		721329	755125	
454.18672		750450	547539	
454.30432		1202255	705980	
454.34063		1422168	620593	
454.36173		1303389	716145	
454.37702		704225	734314	
454.39016		860516	710835	
454.39635		1095525	667248	
454.39815		6177894	561380	
454.43458		1551215	663568	
454.53899		694280	685090	
454.54108		1014409	698366	
455.00419		1329147	604294	
455.02554		2049280	618767	
455.03296		928834	411010	
455.03913		1814276	429795	
455.04071		13717764	578678	
455.05207		973063	790628	
455.06186		4165897	619177	
455.06962		987659	546143	
455.07527		977165	497804	
455.07708		7518477	585161	
455.08751		877840	796536	
455.09604		1097362	552756	
455.09829		2452242	606985	
455.11348		3824918	573508	
455.13456		1542939	612476	
455.14987		1842463	628684	
455.17089		1131300	681133	
455.18627		1139240	727934	
455.20761		724910	601969	
455.24372		1482551	697197	
455.28013		1924160	560328	
455.30128		919365	569384	
455.31654		3718985	582146	
455.33604		862030	786213	
455.33767		3286862	606955	
455.35133		781905	850882	
455.35291		5603666	582590	
455.37404		6429015	560551	
455.38752		2837850	386074	
455.38929		18024794	565769	
455.40139		1246558	697356	
455.40869		1459040	574489	
455.41043		6604128	553991	
455.56704		942087	600343	
456.03596		6256126	597090	
456.03694		898174	691325	
456.03851		730110	932067	
456.04088		1112319	558546	
456.04215		938751	709349	
456.04409		3271680	577692	
456.04788		729473	445205	
456.05898		1120644	534227	
456.06522		1132293	597857	
456.07061		786439	863220	
456.07232		3627527	598421	
456.08043		2022409	515019	
456.10155		856206	605055	
456.10874		1512976	644307	
456.11689		807442	809948	
456.14503		735642	762254	
456.15305		895516	567648	
456.22581		847022	596305	
456.24714		697140	667438	
456.31986		1126726	519107	
456.32842		712520	692694	
456.34102		1153996	543114	
456.35622		2175567	600474	
456.37746		1791061	564334	
456.39125		910808	543061	
456.39267		6034009	595491	
456.41222		762206	909623	
456.41382		2089054	594072	
456.53421		753021	577252	
456.54230		715263	643928	
456.64649		705946	621118	
456.81312		732101	536217	
456.91127		804830	530633	
457.01817		2047226	541922	
457.01993		12557050	571784	
457.03129		977405	763588	
457.03921		1480191	642377	
457.04096		1412352	524441	
457.04865		1040898	700344	
457.05466		2041859	548803	
457.05633		12679940	564236	
457.06597		792070	776021	
457.06685		722438	940360	
457.07411		744456	717988	
457.07749		3791625	564753	
457.09119		1517581	552001	
457.09271		6519565	544505	
457.11385		2041619	643808	
457.12906		3209495	556946	
457.16550		1989920	674320	
457.18659		821029	739864	
457.20183		1312553	569602	
457.22316		818991	534446	
457.22927		1839921	651527	
457.23817		1023539	679927	
457.25941		1307448	588721	
